/Users/youngjoo.chung/Downloads/att_face/s1/1.pgm;0
/Users/youngjoo.chung/Downloads/att_face/s1/10.pgm;0
/Users/youngjoo.chung/Downloads/att_face/s1/2.pgm;0
/Users/youngjoo.chung/Downloads/att_face/s1/3.pgm;0
/Users/youngjoo.chung/Downloads/att_face/s1/4.pgm;0
/Users/youngjoo.chung/Downloads/att_face/s1/5.pgm;0
/Users/youngjoo.chung/Downloads/att_face/s1/6.pgm;0
/Users/youngjoo.chung/Downloads/att_face/s1/7.pgm;0
/Users/youngjoo.chung/Downloads/att_face/s1/8.pgm;0
/Users/youngjoo.chung/Downloads/att_face/s1/9.pgm;0
/Users/youngjoo.chung/Downloads/att_face/s10/1.pgm;9
/Users/youngjoo.chung/Downloads/att_face/s10/10.pgm;9
/Users/youngjoo.chung/Downloads/att_face/s10/2.pgm;9
/Users/youngjoo.chung/Downloads/att_face/s10/3.pgm;9
/Users/youngjoo.chung/Downloads/att_face/s10/4.pgm;9
/Users/youngjoo.chung/Downloads/att_face/s10/5.pgm;9
/Users/youngjoo.chung/Downloads/att_face/s10/6.pgm;9
/Users/youngjoo.chung/Downloads/att_face/s10/7.pgm;9
/Users/youngjoo.chung/Downloads/att_face/s10/8.pgm;9
/Users/youngjoo.chung/Downloads/att_face/s10/9.pgm;9
/Users/youngjoo.chung/Downloads/att_face/s11/1.pgm;10
/Users/youngjoo.chung/Downloads/att_face/s11/10.pgm;10
/Users/youngjoo.chung/Downloads/att_face/s11/2.pgm;10
/Users/youngjoo.chung/Downloads/att_face/s11/3.pgm;10
/Users/youngjoo.chung/Downloads/att_face/s11/4.pgm;10
/Users/youngjoo.chung/Downloads/att_face/s11/5.pgm;10
/Users/youngjoo.chung/Downloads/att_face/s11/6.pgm;10
/Users/youngjoo.chung/Downloads/att_face/s11/7.pgm;10
/Users/youngjoo.chung/Downloads/att_face/s11/8.pgm;10
/Users/youngjoo.chung/Downloads/att_face/s11/9.pgm;10
/Users/youngjoo.chung/Downloads/att_face/s12/1.pgm;11
/Users/youngjoo.chung/Downloads/att_face/s12/10.pgm;11
/Users/youngjoo.chung/Downloads/att_face/s12/2.pgm;11
/Users/youngjoo.chung/Downloads/att_face/s12/3.pgm;11
/Users/youngjoo.chung/Downloads/att_face/s12/4.pgm;11
/Users/youngjoo.chung/Downloads/att_face/s12/5.pgm;11
/Users/youngjoo.chung/Downloads/att_face/s12/6.pgm;11
/Users/youngjoo.chung/Downloads/att_face/s12/7.pgm;11
/Users/youngjoo.chung/Downloads/att_face/s12/8.pgm;11
/Users/youngjoo.chung/Downloads/att_face/s12/9.pgm;11
/Users/youngjoo.chung/Downloads/att_face/s13/1.pgm;12
/Users/youngjoo.chung/Downloads/att_face/s13/10.pgm;12
/Users/youngjoo.chung/Downloads/att_face/s13/2.pgm;12
/Users/youngjoo.chung/Downloads/att_face/s13/3.pgm;12
/Users/youngjoo.chung/Downloads/att_face/s13/4.pgm;12
/Users/youngjoo.chung/Downloads/att_face/s13/5.pgm;12
